track_id,album_id,artist_id,explicit,track_name,track_popularity
2mQQHvypJjsQXcZi0peW0D,1YSb516nyR6ALY2ji1eCAV,1sBkRIssrMs1AbVkOJbc7a,True,Maybach Music IV,35
0SliiopgwbmEG1OmnzBDMY,1YSb516nyR6ALY2ji1eCAV,1sBkRIssrMs1AbVkOJbc7a,True,Sixteen,48
4duKSDnLGdvwJ5yxDNhPmj,1YSb516nyR6ALY2ji1eCAV,1sBkRIssrMs1AbVkOJbc7a,True,Amsterdam,41
5uQdp0GLfj6K1wTdKuSkwR,1YSb516nyR6ALY2ji1eCAV,1sBkRIssrMs1AbVkOJbc7a,True,Hold Me Back,45
1YPM83WexwUCfwQLSVYmOJ,1YSb516nyR6ALY2ji1eCAV,1sBkRIssrMs1AbVkOJbc7a,True,911,37
0pNMYo9MXmyyR9Fp9HwiBT,1YSb516nyR6ALY2ji1eCAV,1sBkRIssrMs1AbVkOJbc7a,True,So Sophisticated,57
2AXZZGmN4cqUAsSQ7jeTT6,1YSb516nyR6ALY2ji1eCAV,1sBkRIssrMs1AbVkOJbc7a,True,Presidential,35
3Gsq1mz97UazewIxCsI0v1,1YSb516nyR6ALY2ji1eCAV,1sBkRIssrMs1AbVkOJbc7a,True,Ice Cold,33
5IDDgsPnXXSwDGdtMSxCZo,1YSb516nyR6ALY2ji1eCAV,1sBkRIssrMs1AbVkOJbc7a,True,Touch'N You,39
27mF2eUbhExYWiOT0y9cuc,1YSb516nyR6ALY2ji1eCAV,1sBkRIssrMs1AbVkOJbc7a,True,Diced Pineapples,58
1PHwqaaoCFDon2qxoBH2pH,1YSb516nyR6ALY2ji1eCAV,1sBkRIssrMs1AbVkOJbc7a,True,Ten Jesus Pieces,35
2auT1Ylxl8zIc2NjIq2axA,1YSb516nyR6ALY2ji1eCAV,1sBkRIssrMs1AbVkOJbc7a,True,Triple Beam Dreams,39
10WlUIcmFYfvzQSyWfCDEa,1YSb516nyR6ALY2ji1eCAV,1sBkRIssrMs1AbVkOJbc7a,True,Rich Forever,40
0pmt6IpwEb3sPsrJUjoWEd,7qbUAnMt3SH0eDsu5xi2y4,1sBkRIssrMs1AbVkOJbc7a,True,Pray For Us,18
6rjaFpby0BRcYzVcSONEDf,7qbUAnMt3SH0eDsu5xi2y4,1sBkRIssrMs1AbVkOJbc7a,True,Pirates,29
5c4fD8RBr6yFNapj9INmz0,7qbUAnMt3SH0eDsu5xi2y4,1sBkRIssrMs1AbVkOJbc7a,True,3 Kings,28
63X66J63r1JbFBAmvNM5SR,7qbUAnMt3SH0eDsu5xi2y4,1sBkRIssrMs1AbVkOJbc7a,True,Ashamed,22
4DvVpSOyvYmkP3bD5ln2eG,7qbUAnMt3SH0eDsu5xi2y4,1sBkRIssrMs1AbVkOJbc7a,True,Maybach Music IV,24
0C0XdTWIgF1Va0AJzzNRDv,7qbUAnMt3SH0eDsu5xi2y4,1sBkRIssrMs1AbVkOJbc7a,True,Sixteen,28
0oM8pW7KOY5t1wxlQZs0T1,7qbUAnMt3SH0eDsu5xi2y4,1sBkRIssrMs1AbVkOJbc7a,True,Amsterdam,28
7uV21PqtsAzZ7NzFQy1by8,7qbUAnMt3SH0eDsu5xi2y4,1sBkRIssrMs1AbVkOJbc7a,True,Hold Me Back,29
20HdtX87wTRMIT9QmSkxGP,7qbUAnMt3SH0eDsu5xi2y4,1sBkRIssrMs1AbVkOJbc7a,True,911,26
7u3k82TlS7aPrGob9XsyNm,7qbUAnMt3SH0eDsu5xi2y4,1sBkRIssrMs1AbVkOJbc7a,True,So Sophisticated,33
3fX0UDQFS0cMeNloBV3doC,7qbUAnMt3SH0eDsu5xi2y4,1sBkRIssrMs1AbVkOJbc7a,True,Presidential,23
45yucrK27PfhsgUGxS5WNi,7qbUAnMt3SH0eDsu5xi2y4,1sBkRIssrMs1AbVkOJbc7a,True,Ice Cold,21
